scheduled_days,distance_km,order_volume,processing_time,weather_rain,peak_traffic,day_of_week,is_weekend,month,is_holiday_season,distance_category,risk_level
4,506.75230989440996,2.0,0.6626289824631988,0,0,5,1,1,0,2,1
1,501.9730708854928,1.99,2.8722138431333333,1,0,5,1,1,0,2,2
1,612.0035811207582,1.98,2.9140800826863984,1,0,5,1,1,0,2,2
1,486.93184492205864,1.970000001,2.5209933702911527,1,0,5,1,1,0,1,2
1,253.4466566617335,1.960000001,1.2615344229334267,0,0,5,1,1,0,1,2
1,475.44346390262587,1.949999999,0.7441802850159597,0,0,4,0,1,0,1,2
0,306.4610363916034,1.940000001,2.2105825662803924,0,0,4,0,1,0,1,2
0,83.01245097528121,1.93,1.6003812343490034,0,0,4,0,1,0,0,2
0,465.44453788628573,1.909999996,0.8050955871119471,0,0,4,0,1,0,1,2
0,116.29472747417731,1.899999999,1.7379422752781755,0,0,4,0,1,0,1,2
4,538.251303448586,1.8800000030000001,0.585971302788046,0,0,4,0,1,0,2,0
4,546.2081755328725,1.870000005,2.7733010051969553,1,0,4,0,1,0,2,1
4,443.47520895639127,1.849999994,1.1469499540000423,0,0,4,0,1,0,1,0
4,196.74777040115472,1.840000004,2.156305710884955,0,0,4,0,1,0,1,0
2,209.72965206751624,1.829999998,1.2792776902235274,0,0,4,0,1,0,1,0
4,148.70505373902097,1.8199999930000001,1.800170052944527,0,0,4,0,1,0,1,0
2,204.48224459898213,2.920000002,1.8667756983581991,0,0,2,0,2,0,1,0
2,527.8671333703571,2.98,0.9621361388138177,0,0,1,0,10,0,2,1
2,632.9021877978412,2.920000002,2.9239615694113965,1,0,2,0,3,0,2,2
2,546.7759902296383,2.899999998,2.4378320584027864,0,0,6,1,10,0,2,2
2,490.28322819053886,2.819999992,2.848747353910473,1,0,0,0,11,1,1,2
2,441.78000413528224,2.74000001,2.737068376069122,1,0,5,1,12,1,1,2
2,250.23416366006214,2.6399999860000003,1.9947499470277128,0,0,6,1,10,0,1,1
2,476.492525221737,2.659999996,2.804685587557792,1,0,5,1,6,0,1,2
2,489.95940836122634,2.6399999860000003,0.7212312551297988,0,0,2,0,8,0,1,1
2,338.6260863196646,2.96,0.989957156047863,0,0,2,0,4,0,1,0
2,591.4308889123837,2.599999994,0.6130682222763452,0,0,6,1,5,0,2,2
2,259.6292901635243,3.640000009,1.313325826908161,0,0,1,0,10,0,1,0
2,123.8277275576579,3.849999997,1.471693224223705,0,0,1,0,11,1,1,1
2,320.64047895842384,3.9100000030000004,1.1783725794347397,0,0,4,0,11,1,1,1
2,393.9523735362141,3.489999994,2.5718437728798236,1,0,3,0,12,1,1,2
2,159.34498842529948,3.94,1.3918833167339733,0,0,1,0,7,0,1,0
2,389.15477994276347,3.699999997,1.2023362742184518,0,1,5,1,7,0,1,2
2,268.0895825146226,3.25,1.8567402078956212,0,0,0,0,8,0,1,0
2,416.4738942775682,3.94,0.8523105624369066,0,1,1,0,9,0,1,1
2,345.1453499963488,3.79,2.5054924518850994,1,0,6,1,7,0,1,2
2,549.5008551800399,3.7299999880000003,0.686376609199427,0,0,1,0,9,0,2,1
2,643.3746110228608,3.699999997,2.9672173415012932,1,1,6,1,8,0,2,2
2,302.908725970599,3.79,2.4306119232416434,0,1,5,1,7,0,1,1
2,476.3909164785531,3.699999997,0.996789203835431,0,0,4,0,8,0,1,1
2,622.8846835960405,3.25,0.513805292809006,0,0,0,0,9,0,2,2
2,623.544285457577,3.5200000119999997,2.5386535711370852,1,1,3,0,7,0,2,2
2,509.0873668217947,4.0,2.267143359619043,0,0,5,1,3,0,2,1
2,479.9720070638045,3.9699999999999998,2.3225179201024684,0,0,6,1,4,0,1,2
2,416.9096532765194,3.849999997,2.4281758667148643,0,0,4,0,5,0,1,1
2,480.6232846224562,3.820000003,0.685111629335226,0,0,5,1,4,0,1,1
2,158.54658715474008,3.79,1.3961643213606816,0,0,5,1,4,0,1,0
2,680.4484504153753,3.7299999880000003,0.7896726488128243,0,0,5,1,4,0,2,2
2,623.8459006005436,3.549999982,2.657758564688984,1,0,1,0,6,0,2,2
2,253.52895708396707,3.549999982,2.058245317068895,0,0,5,1,2,0,1,1
2,292.28423380287046,4.0,1.327245062131623,0,0,6,1,4,0,1,1
2,507.2351875980709,3.880000003,0.6588958757150591,0,0,4,0,4,0,2,1
2,416.0009180122131,3.880000003,1.2774558042891555,0,0,1,0,4,0,1,1
2,554.0889973084055,3.849999997,1.3129583050668676,0,0,5,1,4,0,2,2
2,269.66370994079625,3.79,2.32401544584516,0,0,3,0,3,0,1,0
2,345.30866666271515,3.640000009,2.093893678388033,0,0,6,1,3,0,1,1
2,433.5082765655189,3.640000009,2.7180318564408164,1,0,1,0,2,0,1,1
2,296.3614977040173,3.610000015,1.6805373129048733,0,0,1,0,2,0,1,0
2,651.9708031636894,3.489999994,0.7989856148457543,0,0,5,1,2,0,2,2
2,429.9408751651555,3.489999994,2.2831119680574874,0,1,2,0,1,0,1,1
4,383.8689193160387,5.800000005,2.4019626215422436,0,1,4,0,3,0,1,0
4,145.365243728877,5.749999995,1.9031929939237406,0,0,1,0,2,0,1,0
4,305.9929137271134,5.700000005,2.4274179498864026,0,1,4,0,4,0,1,0
4,500.1759197668228,5.700000005,1.7344889909109769,0,0,3,0,4,0,2,0
4,156.47448574289854,5.700000005,1.8068320734549852,0,0,3,0,4,0,1,0
4,287.7357451475462,5.54999998,1.568852545896374,0,0,1,0,1,0,1,0
4,540.9568456208905,5.54999998,0.5635478168602379,0,0,3,0,3,0,2,0
4,492.3436206161819,5.4999999950000005,0.7697285674832611,0,0,5,1,3,0,1,1
4,620.3945153080705,5.4999999950000005,0.5785729642168356,0,0,6,1,2,0,2,1
4,412.9750199162726,5.350000025,2.091026028159451,0,0,5,1,4,0,1,0
4,488.6686430192883,5.350000025,1.2858899526908167,0,1,6,1,2,0,1,1
4,127.32034900173515,5.350000025,1.771426727911757,0,0,5,1,5,0,1,0
4,472.6167292088462,5.24999997,2.7689161848152324,1,0,2,0,2,0,1,1
4,309.48684303049674,5.24999997,1.1232305728721874,0,0,2,0,5,0,1,0
4,397.3412250847662,5.20000002,1.5259573075890742,0,0,3,0,1,0,1,0
4,293.2478481882346,5.14999999,2.3888778463576217,0,0,2,0,4,0,1,0
4,475.84985783702064,5.14999999,1.0719954137290562,0,1,1,0,3,0,1,0
4,494.29350190325823,4.9999999850000005,0.6924497745719824,0,1,3,0,4,0,1,0
4,450.2888011592662,4.9999999850000005,1.2243786322844201,0,0,4,0,3,0,1,0
4,652.1373646596475,4.75,0.903053218135011,0,0,6,1,6,0,2,1
4,502.5747997938461,4.75,2.8242441308564326,1,0,1,0,5,0,2,1
4,393.84292373247877,4.75,2.5203009489110424,1,0,1,0,2,0,1,1
4,166.96616425154463,4.75,2.0835093912760585,0,0,2,0,5,0,1,0
4,414.37176342796715,5.95,2.6786514754692945,1,0,1,0,3,0,1,1
4,360.1311157983805,5.800000005,2.5091801922477863,1,0,6,1,2,0,1,1
4,349.40410861729595,5.400000015,0.9664251472150895,0,0,1,0,5,0,1,0
4,461.883397437965,5.14999999,2.7313974962249445,1,0,0,0,4,0,1,1
4,92.58203211874039,5.749999995,1.8483556047891267,0,0,3,0,4,0,0,0
4,343.24393280350455,6.0,2.518600387910156,1,0,3,0,4,0,1,1
4,593.9335123698293,5.95,2.740228249808733,1,0,0,0,2,0,2,1
4,564.4691118470288,5.850000005,1.2950086874296596,0,0,0,0,2,0,2,0
4,544.9447506708339,5.800000005,0.7751298113191919,0,0,5,1,5,0,2,1
4,326.94069220485267,5.800000005,1.0698379063548542,0,1,6,1,3,0,1,1
4,223.23835648647625,5.749999995,1.5677694715656407,0,0,3,0,5,0,1,0
4,381.26618998510315,5.749999995,2.5450369148062326,1,0,0,0,4,0,1,0
4,489.28355537773433,5.4999999950000005,2.6518264581408584,1,1,4,0,4,0,1,1
4,683.264945260185,5.4999999950000005,0.5173803263279768,0,0,3,0,5,0,2,0
4,47.576361840697096,4.75,1.7768682564439144,0,0,0,0,6,0,0,0
4,91.86341778155297,6.0,1.5435275078719475,0,0,6,1,3,0,0,0
4,444.0541933659368,5.95,1.0552695261768257,0,0,4,0,2,0,1,0
4,489.68094174656386,5.95,0.7996634183342071,0,0,2,0,1,0,1,0
4,464.2197505280952,5.9,1.3440379285090698,0,0,0,0,2,0,1,0
4,674.2478972102512,5.850000005,2.857274259781298,1,0,0,0,5,0,2,1
4,216.7701549430906,5.800000005,1.308007330051888,0,0,1,0,2,0,1,0
4,266.80142044900873,5.700000005,1.7969765543584153,0,1,1,0,1,0,1,0
2,494.7449849100907,1.870000005,2.2575473972379445,0,0,6,1,1,0,1,2
2,172.0049309313737,1.98,1.409074005948235,0,1,4,0,10,0,1,0
2,540.566182465696,1.909999996,2.929455206802402,1,0,0,0,9,0,2,2
2,547.9743687318885,1.899999999,2.906118237355278,1,0,3,0,8,0,2,2
2,279.03985530116717,1.8199999930000001,1.1294557395634104,0,1,4,0,10,0,1,0
2,372.7704925499424,1.799999997,1.7431212647309637,0,0,4,0,10,0,1,0
2,245.66277506274906,1.99,1.252195774541924,0,0,3,0,11,1,1,1
2,243.97934025065877,1.98,1.2121012359436691,0,0,3,0,8,0,1,0
2,529.1239696234715,2.0,0.592217368386332,0,0,4,0,11,1,2,2
2,167.29980414082192,1.99,2.023910834949742,0,0,5,1,10,0,1,0
2,409.0304129521966,1.99,1.7566975580721538,0,0,5,1,11,1,1,2
2,539.779898825741,1.98,0.6286968781249733,0,0,0,0,10,0,2,1
2,279.5960070663188,1.970000001,1.1966161605915286,0,1,4,0,11,1,1,1
2,459.46707830574763,1.960000001,2.7706647149166344,1,0,4,0,10,0,1,1
2,289.60820327023913,1.949999999,1.098904726667431,0,0,3,0,11,1,1,1
2,401.21228901187413,1.940000001,0.8622371802280577,0,0,6,1,10,0,1,1
2,418.0765208597438,1.940000001,1.7236319006939076,0,1,4,0,10,0,1,1
2,542.6388934791172,1.940000001,2.964126135276502,1,0,2,0,10,0,2,2
2,287.0540239440653,1.93,1.105138178778751,0,0,0,0,10,0,1,0
2,513.3068867927058,1.93,2.1803388685146965,0,0,4,0,10,0,2,1
2,378.6669368914927,1.909999996,2.404049038321794,0,0,4,0,11,1,1,1
2,482.6897049445242,1.909999996,1.0940938599809993,0,0,1,0,10,0,1,1
2,570.2771488039862,1.909999996,2.3205408715296487,0,0,5,1,11,1,2,2
2,203.9006602814075,1.909999996,1.419457831798133,0,0,3,0,10,0,1,0
2,411.49262435360515,1.899999999,2.080764576483949,0,0,4,0,10,0,1,1
2,247.90484887324132,1.899999999,2.0838242769022366,0,0,2,0,11,1,1,1
2,403.3551113635975,1.849999994,1.8394367101868963,0,0,1,0,10,0,1,1
2,570.0648604397944,1.849999994,0.7257244251360208,0,1,2,0,11,1,2,2
2,375.18468955415733,1.840000004,2.588256238973095,1,0,4,0,10,0,1,1
2,380.43507788448034,1.829999998,1.3019501624293395,0,1,2,0,11,1,1,2
2,397.91418046419454,1.829999998,0.9662962759996356,0,0,2,0,11,1,1,1
2,607.7919704804973,1.829999998,0.6019378538869098,0,0,3,0,11,1,2,2
2,148.82705974736746,1.8199999930000001,1.9772323579706046,0,1,4,0,10,0,1,0
2,271.78204760893493,1.8199999930000001,2.193910904605706,0,0,2,0,10,0,1,0
2,743.5629534307689,1.8199999930000001,0.5414695723196403,0,0,4,0,11,1,2,2
2,209.10294745021292,1.799999997,1.7802326457482025,0,1,3,0,10,0,1,0
2,378.1507429227615,1.75,1.0662394379948448,0,0,2,0,10,0,1,1
2,218.4362130890024,1.99,2.1129319760236247,0,0,0,0,10,0,1,0
2,420.35889963231864,1.98,0.9359160725124787,0,0,4,0,9,0,1,1
2,355.1923882214601,1.870000005,2.227344345256165,0,0,3,0,9,0,1,0
2,169.85345504634898,1.960000001,1.4668383657513435,0,1,4,0,10,0,1,0
2,504.51393961925993,1.960000001,2.8418249718418362,1,0,1,0,8,0,2,2
2,460.38752538902673,1.949999999,0.8438023603649831,0,1,0,0,8,0,1,1
2,189.12964241579695,1.93,1.3526658776256464,0,0,2,0,9,0,1,0
2,642.0747835325512,1.899999999,0.7836838031014727,0,1,4,0,10,0,2,2
2,628.4663040282882,1.8800000030000001,2.811734045696407,1,1,5,1,7,0,2,2
4,467.8525762329104,3.849999997,2.6933483834524523,1,1,6,1,5,0,1,1
4,318.23244620707334,3.79,1.144854069287889,0,1,5,1,4,0,1,1
4,424.81009154389477,3.7299999880000003,2.1499601150854475,0,0,6,1,8,0,1,1
4,363.39689562340095,3.7299999880000003,2.5430555005030397,1,1,5,1,4,0,1,1
4,158.23674885008072,3.849999997,1.8880020289986559,0,0,2,0,5,0,1,0
4,290.8770496566771,3.79,1.8241264458900162,0,0,3,0,5,0,1,0
4,290.61063330534836,3.640000009,1.1046307272511293,0,0,3,0,4,0,1,0
4,571.7725791760201,3.9699999999999998,0.7327569195147481,0,1,4,0,7,0,2,0
4,445.5506498470607,3.94,2.7430393948833167,1,0,3,0,4,0,1,1
4,445.2743047801843,3.640000009,2.751045142908326,1,1,5,1,12,1,1,2
4,337.56651006095166,3.640000009,2.0827536431831697,0,1,6,1,5,0,1,1
4,188.71921301570904,3.610000015,1.3475744776217518,0,1,5,1,12,1,1,1
4,239.15074300333072,3.489999994,1.3730239365316521,0,0,1,0,8,0,1,0
4,347.035089364702,3.489999994,2.3148891971755985,0,0,2,0,7,0,1,0
4,556.3830381958866,3.9699999999999998,2.742775649881443,1,0,6,1,7,0,2,1
4,474.6138798081944,3.5200000119999997,2.7177160606627933,1,0,2,0,7,0,1,1
4,408.4870754397895,4.799999996,2.4496888646440595,0,0,4,0,9,0,1,0
4,449.705085902443,4.399999976,2.1050791153857196,0,0,4,0,8,0,1,0
4,462.4180627434755,5.0,0.710349912487622,0,0,0,0,1,0,1,0
4,547.119403393694,4.92,0.9040717852365344,0,0,0,0,1,0,2,0
4,504.9458435017519,4.760000004,2.7463854713176983,1,0,2,0,9,0,2,1
4,215.10611964215337,4.199999988,2.016072649148975,0,0,5,1,9,0,1,0
4,596.4418604391507,4.639999984,0.5229926290415741,0,0,4,0,9,0,2,0
4,501.50247482815894,5.0,0.7536788571650803,0,0,3,0,10,0,2,0
4,182.52483487540297,4.840000004,2.1587544227701394,0,0,5,1,1,0,1,0
4,693.9455456069506,4.799999996,0.5126539596155467,0,0,0,0,10,0,2,0
4,455.1486421004983,4.760000004,0.9020201285437466,0,0,1,0,9,0,1,0
4,245.0632315818705,4.48000002,1.8718344734164654,0,0,4,0,1,0,1,0
4,435.00242742479605,5.0,2.229737994231733,0,1,2,0,12,1,1,1
4,444.0458373505918,4.96,2.1299031487565014,0,1,3,0,8,0,1,0
4,326.5193033099159,4.880000004,1.0606732736513995,0,0,0,0,9,0,1,0
4,330.23813816351276,4.760000004,2.28044805336884,0,0,0,0,11,1,1,1
4,461.08590068896206,4.72,1.0931227187420003,0,0,4,0,9,0,1,0
4,318.99892298475845,4.399999976,1.3134992453981693,0,0,5,1,11,1,1,1
4,476.62127119460484,4.199999988,2.36622851279506,0,0,2,0,9,0,1,0
4,218.93510285059173,4.0,2.1240822476180368,0,0,5,1,11,1,1,1
4,410.363718308143,4.760000004,2.623058526235445,1,0,3,0,12,1,1,1
4,439.72680427655155,4.96,2.1440322307508586,0,0,5,1,1,0,1,1
4,142.4748728154561,4.92,1.920771508338679,0,1,5,1,11,1,1,1
4,542.0819955101239,4.799999996,0.7341869195702312,0,0,5,1,9,0,2,1
4,466.04266659693474,4.639999984,1.4192895076485839,0,0,0,0,11,1,1,1
4,367.1916133197123,4.599999996,1.1630059192043136,0,0,6,1,12,1,1,1
4,287.4292072528567,4.520000012000001,1.1099741084477088,0,0,6,1,12,1,1,1
4,580.67654582795,4.520000012000001,2.932526386881114,1,0,1,0,11,1,2,1
4,419.5743688731245,4.399999976,1.482744311666901,0,0,1,0,11,1,1,1
4,591.9780690438347,1.960000001,2.7301163879427834,1,0,2,0,8,0,2,1
4,372.5847660412525,1.960000001,2.0778465649931572,0,0,5,1,9,0,1,1
4,383.26857898178815,1.949999999,2.487028258854121,0,0,1,0,2,0,1,0
4,299.51269449838946,1.949999999,1.7565927327629802,0,1,3,0,12,1,1,1
4,321.16684081715835,1.949999999,1.9422597115658977,0,1,5,1,3,0,1,1
4,154.2993397134443,1.949999999,1.7312942345471598,0,0,5,1,1,0,1,0
4,404.7704508749384,1.949999999,0.9881074694951113,0,0,5,1,1,0,1,1
4,296.1611538911017,1.949999999,2.3061302881537635,0,1,6,1,1,0,1,1
4,397.00529257787076,1.949999999,1.2019309061021395,0,0,6,1,2,0,1,0
4,551.2886540934932,1.949999999,0.5607899160786346,0,0,5,1,11,1,2,1
4,320.43055613025206,1.949999999,2.1136807397679194,0,0,4,0,12,1,1,1
4,455.50918208043305,1.949999999,0.9427766985176224,0,0,5,1,9,0,1,1
4,595.2203748119595,1.949999999,2.8511464608822856,1,0,5,1,9,0,2,1
4,684.5828814580865,1.949999999,2.8848214425064684,1,0,0,0,12,1,2,2
4,614.7830319599292,1.949999999,2.7871609755511213,1,0,4,0,10,0,2,1
4,144.48902031066334,1.940000001,1.425396750638611,0,0,2,0,12,1,1,1
4,611.110290136369,1.940000001,0.5386415413221686,0,0,4,0,2,0,2,0
4,480.89448203382375,1.940000001,2.8207964064693134,1,1,1,0,3,0,1,1
4,131.43492206539403,1.940000001,1.5704603707932858,0,0,0,0,3,0,1,0
4,692.7352581264823,1.940000001,2.916637047609174,1,0,0,0,3,0,2,1
4,517.3021787848389,1.940000001,2.909049942723132,1,0,2,0,11,1,2,2
4,465.2994548106877,1.940000001,2.6325236386684003,1,0,6,1,12,1,1,2
4,384.53102994358767,1.940000001,1.2361222301739643,0,0,0,0,12,1,1,1
4,317.7083866315645,1.940000001,1.4627443215048133,0,0,5,1,9,0,1,0
4,546.5519295052829,1.940000001,2.627841678792142,1,0,4,0,10,0,2,1
4,204.44245155666815,1.93,1.292305012890694,0,0,2,0,9,0,1,0
4,387.63527145403896,1.93,0.9237318667152312,0,0,2,0,11,1,1,1
4,129.24529576568227,1.93,1.8920031561458754,0,0,6,1,12,1,1,1
4,521.1296553517241,1.93,2.8403869354019524,1,0,3,0,1,0,2,1
4,321.1410347000652,1.93,2.2400744916874324,0,0,3,0,12,1,1,1
4,420.76857042640677,1.93,1.9251529252234123,0,0,1,0,3,0,1,0
4,537.9390513223493,1.93,0.7429412344269213,0,0,2,0,3,0,2,0
4,136.84113839553717,1.93,2.0375180667479245,0,0,5,1,2,0,1,0
4,555.6755353505517,1.93,2.975134625260658,1,0,6,1,1,0,2,1
4,432.859740602798,1.93,0.85021003809131,0,0,4,0,12,1,1,1
4,354.60725988636835,1.93,1.795824130909342,0,0,1,0,1,0,1,0
4,540.5745892707323,1.93,2.6934326798198884,1,0,2,0,12,1,2,1
4,392.4644607741328,1.93,2.3519215443855113,0,1,1,0,12,1,1,1
4,465.2903081980579,1.93,2.24253935248817,0,0,2,0,1,0,1,0
4,239.06304289427177,1.93,2.256210209967773,0,0,1,0,1,0,1,0
4,291.573856924937,1.93,1.398727878049388,0,1,1,0,8,0,1,0
4,382.1373568903103,1.93,1.2339796106612333,0,0,3,0,11,1,1,1
4,366.60780993081096,1.909999996,2.523402888696284,1,0,3,0,12,1,1,1
4,393.2859943619749,1.909999996,2.525283486697952,1,0,3,0,3,0,1,0
4,567.4687959800441,1.909999996,2.6676807964502594,1,1,4,0,11,1,2,2
4,500.87751170537956,5.4999999950000005,2.7831013813911785,1,0,5,1,12,1,2,2
4,71.13384324490308,5.400000015,1.7783559971523446,0,0,2,0,10,0,0,0
4,259.9595572488624,5.350000025,1.753790736717999,0,0,2,0,10,0,1,0
4,504.7508830631009,5.24999997,2.495737947416938,0,0,6,1,11,1,2,1
4,167.3974517098438,5.20000002,2.124909826944413,0,0,3,0,9,0,1,0
4,252.83023575792367,5.14999999,2.254917193144258,0,0,5,1,9,0,1,0
4,376.54896417227974,5.14999999,2.4894816735902525,0,0,0,0,11,1,1,1
4,476.5344853574967,5.14999999,2.7250133545439157,1,0,5,1,11,1,1,2
4,202.89510816394213,5.099999965,1.3449878921288394,0,0,5,1,11,1,1,1
4,276.88317249623674,5.099999965,1.43895738159986,0,0,4,0,12,1,1,1
4,453.7286677002119,5.099999965,0.7349548496021725,0,0,6,1,10,0,1,0
4,144.48628557147006,4.9999999850000005,1.945700352490435,0,0,3,0,10,0,1,0
4,517.0566831930045,4.75,0.5898556844918552,0,0,3,0,10,0,2,0
4,340.91821215758625,4.75,1.6639950453311503,0,0,0,0,12,1,1,1
4,50.92023081088764,6.0,1.8566115867689414,0,0,4,0,9,0,0,0
4,309.838440949626,5.749999995,1.216353130320711,0,0,1,0,10,0,1,0
4,219.02156530562658,5.700000005,1.9770831514225269,0,0,1,0,10,0,1,0
4,653.1423494125657,5.6499999999999995,0.5762506248476236,0,0,3,0,10,0,2,0
4,552.2775915256576,5.20000002,0.593370471873036,0,1,2,0,10,0,2,0
4,365.3764882431992,5.099999965,2.556501401649146,1,1,2,0,12,1,1,1
4,246.86864963519676,4.9999999850000005,1.4004766035281573,0,0,3,0,9,0,1,0
4,443.96627783848237,5.14999999,0.8176512816297119,0,0,4,0,12,1,1,1
4,367.39330511245356,5.749999995,1.805608150137011,0,0,5,1,10,0,1,0
4,558.7995053346611,6.0,2.424983882746527,0,0,1,0,8,0,2,0
4,499.3467312845586,5.14999999,1.0395525687421079,0,0,1,0,10,0,1,0
4,300.95139082682414,4.9999999850000005,2.057226189547501,0,0,0,0,8,0,1,0
4,649.2106811117429,5.099999965,0.71336866248442,0,0,3,0,12,1,2,1
4,531.4565873771185,5.749999995,0.6292043029215193,0,0,1,0,10,0,2,0
4,50.09485413607477,6.0,1.82838657892037,0,0,3,0,9,0,0,0
4,69.41376287906228,5.95,1.8515878040252662,0,0,0,0,8,0,0,0
4,301.4706712511738,5.9,2.0935747537455165,0,0,4,0,8,0,1,0
4,251.41467767804218,5.9,2.3152283343066538,0,0,0,0,8,0,1,0
4,608.5157809502082,5.850000005,2.9396301986563365,1,1,5,1,7,0,2,2
4,415.9877217038473,5.850000005,1.7907508707529882,0,0,1,0,9,0,1,0
4,347.2564959476235,5.850000005,1.3073911823531148,0,0,2,0,6,0,1,0
4,419.53659529296476,5.850000005,2.4879654869217593,0,0,0,0,6,0,1,0
4,297.7171693937572,5.800000005,1.1770806281551855,0,0,3,0,7,0,1,0
4,89.8278904717501,5.800000005,1.5974285517640903,0,0,1,0,9,0,0,0
4,470.03516230055635,5.749999995,0.6961409533556648,0,0,3,0,11,1,1,1
4,681.0424570421269,5.749999995,0.5633768585386438,0,0,5,1,7,0,2,1
4,524.9153486810569,5.749999995,2.906621036694813,1,1,2,0,9,0,2,1
4,434.481586572087,5.749999995,2.5899503012805147,1,0,5,1,10,0,1,1
4,331.90352875188796,5.700000005,2.239935515234245,0,0,5,1,10,0,1,0
4,375.18625619300053,5.6499999999999995,1.5223823610356746,0,0,5,1,9,0,1,0
4,393.58554989190736,5.54999998,0.9332358001771144,0,0,2,0,11,1,1,1
4,386.2936330450682,2.699999988,0.8910926066777152,0,0,0,0,3,0,1,0
4,465.5984652595531,2.699999988,1.1256072454114883,0,1,3,0,6,0,1,0
4,252.5616048600019,2.659999996,1.8730666617653011,0,0,1,0,2,0,1,0
4,505.4263040212186,2.659999996,2.286489806750156,0,0,3,0,4,0,2,0
4,249.30496934252852,2.659999996,2.150493441794328,0,0,4,0,1,0,1,0
4,299.51825725636684,3.0,1.1998347423648572,0,0,3,0,2,0,1,0
4,599.56914253056,3.0,2.887163201657985,1,1,6,1,3,0,2,2
4,419.22168166287366,2.98,2.344742291739421,0,1,4,0,5,0,1,0
4,150.24250438724093,2.98,1.8858851312785017,0,0,6,1,4,0,1,0
4,408.84031932358386,2.940000002,2.0293018655858805,0,0,4,0,3,0,1,0
4,121.70433756154777,2.920000002,1.5490001560694748,0,0,0,0,5,0,1,0
4,280.9688680998732,2.920000002,1.1193274737528935,0,0,3,0,5,0,1,0
4,262.39244411289445,2.899999998,1.389931696628154,0,0,4,0,2,0,1,0
4,323.31407319973704,2.899999998,2.394615276160923,0,0,0,0,5,0,1,0
4,696.5413734002988,2.899999998,0.5359837215743897,0,1,6,1,2,0,2,1
4,474.73038402403927,2.880000002,0.7901816012672906,0,0,4,0,1,0,1,0
4,569.7445700304958,2.86,0.6150066050543819,0,0,6,1,3,0,2,1
4,661.6041687086912,2.86,0.6018220057974253,0,0,0,0,2,0,2,0
4,510.1121329430008,2.86,2.638651460027518,1,0,4,0,3,0,2,1
4,238.81846498376575,2.819999992,2.259144648450059,0,0,0,0,4,0,1,0
4,42.96688289241095,2.799999998,1.685434572718313,0,0,4,0,3,0,0,0
4,556.7958821172298,2.799999998,0.7445854016275038,0,0,5,1,3,0,2,1
4,61.62667194861501,2.799999998,1.7290396877920808,0,0,6,1,3,0,0,0
4,260.6762722847786,2.799999998,1.6836794269514141,0,1,1,0,1,0,1,0
4,418.1119103868998,2.799999998,0.933004674775038,0,0,4,0,2,0,1,0
